,virusUprot,humanUprot
4154,P05777,P02545
4155,P03470,Q9NXV2
4156,P05780,Q969Z0
4157,P03470,P50991
4158,P03470,Q16875
4159,Q82506,P19338
4160,P05777,Q16891
4161,P15682,O43684
4162,P03430,P49137
4163,P15659,Q02878
4164,P05780,P46781
4165,P15682,Q9BQA1
4166,P03470,P26641
4167,P15682,Q9UHX1
4168,P15659,P26599
4169,P03470,Q8NBJ5
4170,P05780,P16403
4171,P05777,P11142
4172,Q1K9H5,P12004
4177,P03508,P45984
4178,P03508,Q8TD10
4180,P03433,Q8NBZ7
4181,P03454,P39019
4182,P05777,Q9UM00
4183,P15682,P55072
4184,P03470,Q96Q05
4185,P03470,Q01469
4186,P15659,P68104
4187,P03454,P60866
4188,P03454,Q14558
4189,Q20MH0,Q9NRN7
4190,P03427,P25398
4191,P03430,P11021
4192,P03427,Q9UKA4
4193,P03454,P53396
4194,P03470,Q9GZQ8
4195,P03470,P24534
4196,P03454,Q9P219
4197,P03470,P62316
4198,P15682,Q9NRN7
4199,P03470,Q15366
4200,P05777,P07910
4201,P03470,P12956
4202,P03427,P68104
4203,P03427,P14625
4204,P03470,P07910
4205,P05780,Q96ER3
4206,P15659,Q9UN86
4207,P05780,Q9P003
4208,P03454,P21333
4209,P03427,P62241
4210,P03470,P31150
4211,P03454,P04843
4212,P15682,O75821
4213,P03454,Q14974
4214,P05780,P52306
4215,P03470,Q8IXB1
4216,P03470,Q9UHX1
4217,P15682,P26641
4218,P05780,Q9BPZ3
4219,P15682,P60903
4220,P15659,Q15773
4221,P03470,P48444
4222,P15682,P46776
4223,P03470,Q13263
4224,P05777,P60228
4225,P03430,P16401
4226,P05780,Q9UBW8
4227,P03470,Q9Y265
4228,P03454,P61353
4229,P05777,P17858
4230,P03427,P84098
4231,P03454,P84103
4232,P03427,P51665
4233,P03470,Q9Y678
4234,P03427,Q92598
4235,P03430,P61247
4236,P03470,P62917
4237,P03470,P35637
4238,P03430,P12236
4239,P03466,Q12906
4240,P03470,Q9UQ35
4241,Q82506,P62847
4243,P05777,P68032
4244,P05780,Q5VYK3
4245,P03427,P60866
4246,P03427,P30153
4247,P15659,O95816
4248,P15682,O76094
4249,P15682,Q9Y3I0
4250,P15659,P06748
4251,P15682,Q96SB4
4252,P03430,Q15393
4253,P15682,P16401
4254,P05777,O75821
4255,P15682,O75127
4256,P03427,P05455
4257,Q20MH0,P48643
4258,P15682,P26373
4259,P05780,Q9UJY1
4260,P05780,Q8WUY1
4261,P03430,P05455
4262,P15682,Q8NC51
4263,P03470,Q9UKN8
4264,P05777,P05787
4265,P03470,O43707
4266,P03454,P16520
4267,P05780,Q14739
4268,P03427,P62979
4269,P03470,P23528
4270,P03470,Q14247
4271,P05777,P33993
4272,P05780,Q9NXW2
4273,Q82506,Q02878
4274,P15659,P05787
4275,P15682,Q8NHQ9
4276,P15682,P09012
4277,P15659,P52434
4278,P03427,O95232
4279,P03454,P25705
4280,P05777,P60981
4281,P03430,P63151
4282,Q20MH0,P62249
4283,P15659,P20700
4284,P15682,Q9BRP8
4285,P05777,Q9Y3U8
4286,P15659,P62316
4287,P15659,P49902
4288,P03427,P17612
4289,Q82506,P46777
4290,P03470,Q14527
4291,P03427,P61978
4292,P03470,Q2TB90
4293,P03427,P46778
4294,P03470,O60884
4295,P15659,P62318
4296,P03427,P50991
4297,P03470,Q7L2H7
4298,Q82506,P35268
4299,P05777,O75882
4300,Q82506,P67809
4301,P03470,Q04637
4302,P05780,P25789
4303,P05780,P62979
4304,P05777,P31153
4305,P03430,P62906
4306,P05777,Q7L2H7
4307,P03427,P10809
4308,P03470,Q01650
4309,P03470,Q07021
4310,P15659,Q9UBX3
4311,P15682,P37108
4312,P03430,P35268
4313,P05777,Q5H9R7
4315,P05777,Q07955
4316,P15682,P63241
4317,P05777,Q9Y3D6
4318,P05777,Q15293
4319,P03470,Q14839
4320,P15659,Q16875
4321,P05780,Q9Y287
4322,P03454,P62244
4323,P15682,P49368
4324,P03430,Q9NYF8
4325,P15682,P63313
4326,P03470,Q9H0U3
4327,P15682,P02533
4328,P03430,P84098
4329,P15659,P49411
4330,P05777,Q9H0E9
4331,P05777,P82933
4332,P15682,P32969
4333,P03454,P49411
4334,P05780,O15427
4335,P15659,Q99708
4336,P05777,P08579
4337,P05780,P54105
4338,P05780,Q6PJG6
4339,P03470,P07814
4340,P05777,Q99729
4341,P05780,P25398
4342,P05780,P46734
4343,P03470,P35268
4344,P03454,P98175
4345,P03454,P62899
4346,P15659,P62195
4347,P03427,Q14498
4348,P15659,P48643
4349,P03427,P25789
4350,P05780,Q86SZ2
4351,P03470,Q07157
4352,P15682,Q92841
4353,P05777,P07305
4354,P03427,P07355
4355,Q82506,P62701
4356,P05780,P57740
4357,P05777,Q96P70
4358,P03454,P62888
4359,P03427,P62277
4360,P05780,P35606
4361,P15682,P25205
4362,P03466,P43356
4363,P03496,O95793
4367,P03433,Q9Y224
4368,P03508,Q8N448
4370,P03466,Q9HD26
4371,P03431,P68104
4372,Q1K9H5,Q96EB1
4373,P05780,P60709
4374,P03454,P63104
4375,P05777,P63218
4376,P15659,P05141
4377,P03470,Q9H3T2
4378,P05780,Q9HAV4
4379,P03470,Q9Y3B4
4380,P03430,P62888
4381,P15682,P82932
4382,P03431,Q9UQ80
4383,P03427,Q13247
4384,P05780,Q14008
4385,P05777,P52789
4386,P15682,P09493
4387,P03430,Q16576
4388,P05777,O60506
4389,P15659,P07900
4390,P15659,P62280
4391,P15682,P07900
4392,Q20MH0,P62280
4393,P03454,P05455
4394,P03470,P08729
4395,P03430,P19338
4396,P03430,P55209
4397,P03470,P23526
4398,P05777,Q9BZE4
4399,P03470,Q92922
4400,P03430,Q9Y3B7
4401,P05780,Q9NS69
4402,P03430,Q7L2E3
4403,P03470,Q9Y262
4404,P03430,P09661
4405,P05777,P43307
4406,P05777,P46782
4407,P03427,Q9Y3Z3
4408,P03470,Q9BRS2
4409,P15659,P05386
4410,P05780,Q92621
4411,P05780,Q9Y6B2
4412,P15682,P62424
4413,P05777,P62314
4414,P05780,Q9Y3Z3
4415,P15659,P62826
4416,Q20MH0,P38646
4417,P15682,Q9NXV2
4418,P15682,Q13813
4419,P15682,O95793
4420,P03427,P63167
4421,P03427,Q9UBS4
4422,P15659,P60842
4423,P03470,P47756
4424,P05777,P05388
4425,P03454,P46778
4426,P05777,Q9Y266
4427,P15659,P55072
4428,P03470,Q9NRX1
4429,P03470,O00629
4430,P05777,P04406
4431,P05777,P38646
4432,P03454,Q9Y4E8
4433,P03470,P14618
4434,P15682,P68363
4435,P03470,Q13310
4436,P05780,P50402
4437,P15659,P63151
4438,P03427,P35268
4439,P15682,P40227
4440,Q82506,Q86U42
4441,P05780,P67936
4442,P15682,Q00577
4443,P05780,P35998
4444,P03470,P62937
4445,Q20MH0,P62269
4446,P15682,O00571
4447,P05777,P38159
4448,P05780,P62070
4449,P05780,Q8NGL6
4450,P15682,P55209
4451,P15682,Q9HCD5
4452,P03470,Q7KZF4
4453,Q82506,Q7RTV0
4454,P15682,P52298
4455,P05780,P42704
4456,P03454,P35232
4457,P03430,O00622
4458,P03430,P46778
4459,P05780,Q96PU8
4460,P05780,Q9UBM7
4461,P03454,O00232
4462,P15659,P62995
4463,P03470,Q96DT0
4464,P15682,P82930
4465,P03470,O00231
4466,P03470,P04818
4467,P05780,O43805
4468,P03427,P31153
4469,P03454,P04075
4470,P15659,O43242
4471,P03470,P39656
4472,P05780,P36578
4473,P15659,Q99615
4474,P03427,Q8NC51
4475,P03427,P62269
4476,P03430,P13647
4477,P03470,Q14558
4479,P03430,O15523
4480,P03470,Q71U36
4481,P03430,Q6PKG0
4482,P05777,Q9Y230
4483,P03427,Q15185
4484,P03470,Q05519
4485,P15682,P62857
4487,P15682,Q14692
4488,P03470,Q04323
4489,P03430,P07437
4490,P05780,P05198
4491,P03470,P23396
4492,P15659,P54652
4493,P05777,O00571
4494,P03454,P23528
4495,P03427,P62273
4496,P15682,O94992
4497,P05780,P19387
4498,P05777,O14735
4499,P15659,P37108
4500,P03427,Q99623
4501,P15682,P06744
4502,P15659,Q9NTJ3
4503,P05780,Q9Y3F4
4504,P05777,P51991
4505,P03454,P68371
4506,P05780,Q9UPT9
4507,P15682,Q13185
4508,P05780,O15294
4509,P03454,P51665
4510,Q20MH0,P18621
4511,P05780,Q9BT78
4512,P15659,P98175
4513,P03427,P04792
4514,P15682,P05783
4515,P15659,P26358
4516,P05777,P29692
4517,P15682,Q9UKV3
4518,P05780,P17980
4519,P05777,P23246
4520,P05777,Q9UPN3
4521,P15682,Q13263
4522,P03470,P08238
4523,P03427,P26368
4524,P03470,P49411
4526,P03427,Q13243
4527,P03427,P26641
4528,Q82506,Q9H307
4529,P03470,P22626
4530,P03470,P62805
4531,P05780,Q13501
4532,P03427,P60709
4533,P03454,Q9Y6W3
4534,P03470,P62333
4535,P03454,P06576
4536,P05777,O94915
4537,P03470,Q99832
4538,P03430,O95373
4539,P15659,P62424
4540,P03470,P35527
4541,P15682,P27348
4542,P05777,P14678
4543,P03454,P05787
4544,P03427,Q9GZR7
4545,P03427,P62244
4546,P03466,P52294
4547,P03433,Q7Z3B4
4548,P03508,P51116
4550,P15682,Q5T749
4551,P05777,Q9Y6M1
4552,P05780,Q15645
4553,P15682,Q92620
4554,P15682,A6NHR9
4555,P03470,P52434
4556,P03470,P36542
4557,P03430,P25786
4558,P05777,P28066
4559,P05780,P61619
4560,P15682,Q04637
4561,Q82506,P49458
4562,P03430,O75475
4563,P15659,O15042
4564,P03427,P13647
4565,P03427,O00505
4566,P15682,P39019
4567,P05780,P05386
4568,P05777,P62491
4569,P05780,Q9P2X0
4570,P03470,P16989
4571,P05777,P52815
4572,P05780,Q9C0E2
4573,P15682,P08238
4574,P03454,P08195
4575,P05777,Q92900
4576,P03470,Q96EY7
4577,P03470,Q15717
4578,Q20MH0,Q92598
4579,P05777,Q3ZCQ8
4580,P05780,O00767
4581,P15682,P25789
4582,P05780,Q99627
4583,P05777,Q9UBE0
4584,P03470,P00533
4585,P15659,P62266
4586,P05780,P28288
4587,Q20MH0,Q99832
4588,P05777,Q9Y696
4589,Q20MH0,P04792
4590,P15659,O95817
4591,P03470,P46778
4592,P05780,P29144
4593,P03430,P02768
4594,P05777,Q9Y5A9
4595,P15682,Q13283
4596,P05777,P46734
4597,P15659,Q16629
4598,P05777,Q9UKD2
4599,P05777,Q13151
4600,P03454,P06703
4601,P03470,Q9Y4E8
4602,P03427,P23396
4603,P05780,Q5T160
4604,P03470,P27708
4605,P03454,P46776
4606,P15682,P38159
4607,P03470,Q9P258
4608,P15682,P55084
4609,P03470,P46781
4610,P05780,P12004
4611,P15682,Q86UE4
4612,P15682,P60842
4613,P03470,Q13151
4614,P15682,P61326
4615,P05780,Q13155
4616,P05780,P50213
4617,P15682,P35908
4618,P03430,Q14498
4619,P05777,P62318
4620,P15659,Q02543
4621,P05777,P62805
4622,P15659,Q9Y224
4623,Q82506,P63261
4624,P15659,O95831
4625,P05780,O15417
4626,P03470,P62847
4627,P05777,P61353
4628,P05777,Q06830
4629,Q20MH0,P50990
4630,P03430,O14744
4631,P05777,P05141
4632,P05780,P62424
4633,P05777,P04792
4634,P05780,O43242
4635,P15682,O94776
4636,P15682,Q13148
4637,P05777,O00264
4638,P03427,Q71UM5
4639,P03430,P62277
4640,P03427,Q9UJY1
4641,P15682,P62913
4642,P03427,P17096
4643,P05780,Q9UHW5
4644,P05777,Q04323
4645,P03454,P30566
4646,P05777,Q00610
4647,P03427,P49458
4648,P03454,P26599
4649,P03470,O75506
4650,P05777,P23528
4651,P03470,P09493
4652,P03430,P62841
4653,P03427,P11388
4654,P03470,P04792
4655,P03430,P60709
4656,P03470,Q15363
4657,P03470,P55060
4658,P05777,O95433
4659,P15682,P13639
4660,P03427,Q9P0J7
4661,P03470,P46779
4662,P05780,P51148
4663,P05780,P29034
4664,P03454,P62241
4665,P03470,P04264
4666,P03454,P49755
4667,P05780,O60518
4668,P05780,Q9NR50
4669,P05777,P40227
4670,P03454,Q13151
4671,P03470,P26640
4672,P03430,P25398
4673,P03470,Q6PKG0
4674,P05777,P27797
4675,P03427,P02545
4676,P03454,Q92804
4677,P05777,P49902
4678,P03470,Q02878
4679,P05777,Q13155
4680,P03430,Q8N3C7
4681,P15682,Q05519
4682,P03430,O00487
4683,P03470,P06733
4684,P15682,P14923
4685,P03470,Q9Y3D6
4686,P15682,O15371
4687,P03427,P08865
4688,P15682,P63261
4689,P05777,O00232
4690,P03427,Q9NUL3
4691,P03470,P46782
4692,P15682,A1L443
4693,P15682,Q05639
4694,P03427,O15021
4695,P05777,Q8WWY3
4696,P05777,P31943
4697,P03470,P53680
4698,P05777,P06737
4699,P03427,P04264
4700,P03427,P61247
4701,P03427,Q6PKG0
4702,P05777,P18621
4703,P03427,Q9ULH1
4704,P03427,Q92841
4705,P15659,P78316
4706,P03427,P11387
4707,P05780,Q5T4S7
4708,P03430,P62826
4709,P03430,O43242
4710,P05777,Q13363
4711,P15682,Q8WXX5
4712,P05777,Q9H3G5
4713,Q20MH0,P78371
4714,P15682,Q13243
4715,P05780,Q9UBB6
4716,P15659,P25398
4717,P05780,P43686
4718,P05780,Q9NTJ3
4719,P05780,P05121
4720,P03430,Q14257
4721,P05777,P40926
4722,P05780,Q6P2Q9
4723,P05780,P46776
4724,Q1K9H5,P12004
4725,P03428,P51116
4729,Q1K9H5,Q96P70
4732,P15682,Q8N684
4733,P05777,P39656
4734,P15682,Q9Y3C1
4735,P03427,Q8IXK0
4736,P15659,P08238
4737,P05777,Q07666
4738,P05780,P07355
4739,Q20MH0,P62263
4740,Q20MH0,P23588
4741,P05777,P48047
4742,P15682,P62826
4743,P15682,P16989
4744,P03454,Q9NYF8
4745,Q20MH0,Q13200
4746,P03454,P11940
4747,P03470,O94874
4748,P03454,Q08380
4749,P03470,P54277
4750,P05780,Q5H9R7
4751,P03454,P11021
4752,P15659,P61978
4753,P03470,Q13283
4754,P03430,Q14444
4755,P05780,Q9NX63
4756,P15682,P68133
4757,P15659,P62841
4758,P05780,O00264
4759,P03430,Q07065
4760,P05777,O75607
4761,P03427,Q9BRS2
4762,P15682,Q8NE71
4763,P03454,Q13283
4764,P03454,P55209
4765,P03427,P55036
4766,P15659,P12236
4767,P05777,Q9Y3D9
4768,P15682,P35637
4769,P03454,P62263
4770,P03428,P07900
4771,P03427,P62851
4772,P05777,P10809
4773,P05780,Q7L5N1
4774,P05780,O15355
4775,P03430,Q92598
4776,Q82506,P07910
4777,P05777,O95817
4778,P05777,Q9NS69
4779,P03454,P40429
4780,P15659,Q04637
4781,P03454,Q2TB90
4782,P03470,Q9NR30
4783,P03430,P62753
4784,P05780,Q14232
4785,P05777,Q15233
4786,P15682,P08708
4787,P05780,Q04323
4788,P03470,P12268
4789,P03470,Q00610
4790,P05780,Q9NRZ9
4791,Q82506,P62241
4792,P15682,P27816
4793,P15682,P46777
4794,P03470,P02786
4795,P05777,P14618
4796,P15682,Q15149
4797,P03470,P60174
4798,P03470,P62857
4799,P03470,P07305
4800,P03470,Q8NE71
4801,P15659,P62750
4802,P05777,O43143
4803,P05780,Q99832
4804,P05780,Q7L576
4805,P03454,Q01130
4806,P15682,P82933
4807,P03470,O00410
4808,P05777,Q8N5C6
4809,P05780,P06733
4810,P05777,Q9NZL4
4811,P03427,P17812
4812,P05777,P27635
4813,P03430,P36542
4814,P03470,P25786
4815,P05780,Q71UM5
4816,Q82506,P68133
4817,P03454,P05388
4818,P03454,Q15717
4819,P15682,P23396
4820,P03470,Q9BYD2
4821,P15659,O43795
4822,P03427,O43242
4823,P05780,Q3ZCQ8
4824,P03454,P12956
4825,P03427,P06737
4826,P05777,Q14241
4827,P03430,P35544
4828,P15682,P07305
4829,P03430,P11388
4830,P03470,O95232
4831,P15659,P61313
4832,P03427,P26373
4833,P05780,O14925
4834,P05780,P41252
4835,P03470,P06744
4836,P03470,P51665
4837,P05777,Q14203
4838,P03427,P30050
4839,P03470,P04632
4840,P15659,P62314
4841,P15659,Q96I25
4842,P15682,Q14839
4843,P03427,Q9Y3U8
4844,P03454,P01889
4845,P15682,Q9HCE1
4846,P15682,P46087
4847,Q82506,P62249
4848,P15659,P84103
4849,P03470,P23284
4850,P05777,P48643
4851,P03454,Q99832
4852,P05777,Q13813
4853,P05780,P40429
4854,P05780,P17707
4855,P05777,Q9BWJ5
4856,P03470,O60568
4857,P05777,P26641
4858,P05777,P78316
4859,P03470,Q9P2E9
4860,P15682,Q13895
4861,P05777,O75643
4863,P03470,P54727
4864,P15659,Q49A26
4865,P05780,P17987
4866,P03430,O95816
4867,P03470,Q9NX63
4868,P05777,Q658P3
4869,P15682,P46937
4870,Q20MH0,O95817
4871,P15659,P26641
4872,P15682,P06737
4873,P05777,P13645
4874,P03470,O75531
4875,P03454,P27635
4876,P03470,Q8IV08
4877,P03454,Q13439
4878,P05780,Q6NUK1
4879,P03470,Q9Y3F4
4880,P15682,Q92900
4881,P15659,P43243
4882,P03470,Q92598
4883,P03454,Q9C0B9
4884,P03470,P07237
4885,P03430,O43390
4886,P15659,Q86VU5
4887,Q82506,P39023
4888,P03454,P29692
4889,P03470,P08621
4890,P15682,Q02952
4891,P05777,P49458
4892,P03430,Q16875
4893,P05777,Q9UBS4
4894,P03427,P61254
4895,P03430,P52434
4896,Q82506,P26599
4897,P15682,Q92499
4898,P05777,Q14498
4899,P03454,P61247
4900,P03454,P62195
4901,P15682,P84098
4902,P03454,Q99623
4903,P05777,P82914
4904,P03470,Q99615
4905,P05780,O95816
4906,P05780,Q92504
4907,P03470,P54652
4908,P03466,O00629
4909,P03508,O14641
4911,P03431,Q8NF05
4912,P03508,P43364
4913,P03470,P52815
4914,P15682,Q9Y3B4
4915,P03470,Q8IWX8
4916,P03427,P43686
4917,P03470,P08670
4918,P15682,P21333
4919,P03470,P61289
4920,P05777,P54105
4921,P03430,P46779
4922,P05780,O15270
4923,Q20MH0,P11142
4924,P05777,P63261
4925,P05777,P07737
4926,P05780,Q92616
4927,P03454,P62258
4928,P15659,P68032
4929,P05780,P46782
4930,P15682,Q9UN86
4931,P03470,Q13405
4932,P15659,Q96EY1
4933,P03470,P07900
4934,P03470,P98175
4935,P03470,Q01081
4936,P03427,P83881
4937,P15682,O75531
4938,P03454,P09651
4939,P03454,O43707
4940,P03430,Q07955
4941,P15682,Q13200
4942,P05777,Q96C19
4943,P03454,Q13885
4944,P05777,Q86VP6
4945,P03470,P04259
4946,P15659,O60884
4947,P05780,P84085
4948,P15682,P62316
4949,P03470,P42285
4950,P03454,P35998
4951,P03470,P98179
4952,P03470,Q9Y3E5
4953,P05780,Q8TCG1
4954,P03454,Q9Y608
4955,P03454,P62805
4956,P15659,Q6P2Q9
4957,P03470,P04350
4958,P03470,P46459
4959,P05777,Q9BUF5
4960,P03470,Q12906
4961,P05780,Q15370
4962,P03427,Q16875
4963,P03470,P62829
4964,P05777,P20042
4965,P15682,Q9Y3F4
4966,P05780,O95573
4967,P05777,Q9Y3B4
4968,P03470,P55036
4969,P03454,P62277
4970,P03454,Q15084
4971,P05780,O00255
4972,P05780,Q9UH62
4973,P05777,Q14152
4974,P15682,P62701
4975,P05777,Q12906
4976,P05780,P84077
4977,P03454,O75688
4978,P05780,Q13619
4979,P03454,Q9NZN4
4980,P03430,Q13283
4981,P03427,P07910
4982,P03454,Q15293
4984,P05780,P25705
4985,P03470,P13645
4986,P03430,Q9P2E9
4987,P05777,Q9P032
4988,P03427,Q70IA6
4989,P15659,Q8WWY3
4990,P03430,Q5HYJ3
4991,P03470,P09651
4992,P03470,P05109
4993,P05777,Q13243
4994,P03470,Q16186
4995,P03427,P13639
4996,P03427,P16152
4997,P15682,Q15084
4998,P05777,Q13257
4999,Q20MH0,Q02539
5000,P05777,P15880
5001,P15659,P38646
5002,P03470,Q9Y6N5
5003,P15659,Q9Y6N5
5004,Q20MH0,P49411
5005,P03470,P27635
5006,P03427,Q6P2Q9
5007,P03430,O00571
5008,P05777,P63173
5009,P05780,P23528
5010,P15659,Q9UM00
5011,P03454,P08708
5012,P15682,P63173
5013,P05780,O96008
5014,P15659,P61247
5015,P15659,P11388
5016,P03470,P82933
5017,P03427,Q8TD20
5018,P05777,P60709
5019,P15682,Q7L2E3
5020,P15659,P23588
5022,P15682,P98179
5023,P15682,O00303
5024,P05777,P62826
5025,P03470,P62979
5026,P03454,P62314
5027,P15682,Q02880
5028,P15659,O00231
5029,P03427,P06748
5030,P15659,Q9Y6A4
5031,P15682,P16403
5032,P03454,P38159
5033,P03427,P84090
5034,P05780,Q13505
5035,P03430,O00410
5036,P05780,O43156
5037,P05777,P11388
5038,P03470,Q9Y5A9
5039,P03470,P61978
5040,Q20MH0,P61313
5041,P05777,P07814
5042,P05780,Q53H12
5043,P03470,P62249
5044,P05780,P60842
5045,P03454,Q14697
5046,P15659,P46778
5047,Q1K9H5,O14818
5048,Q1K9H5,Q9Y262
5075,Q1K9H2,P54105
5077,Q1K9H2,O94986
5092,Q1K9H2,Q12983
5167,Q1K9H2,Q16531
5176,Q1K9H2,Q15365
5178,Q1K9H2,P29692
5196,Q1K9H2,P34949
5239,Q1K9H2,Q07666
5470,Q1K9H2,P52294
5490,Q1K9H2,Q9HD26
5599,Q1K9H2,Q8WXF7
5616,Q1K9H2,Q96DT6
5684,Q1K9H2,P06748
5688,P03431,Q86TT2
5689,P03431,Q6N030
5690,P03466,P52292
5691,P03433,P50570
5692,P03427,Q13765
5693,P15682,Q13765
5694,P15682,A8K5I0
5695,P03470,A8K5I0
5696,P05780,A8K5I0
5699,Q20MH0,A8K5I0
5700,P03454,A8K5I0
5701,P03430,A8K5I0
5702,P05777,A8K5I0
5703,P03427,A8K5I0
5705,P15659,A8K5I0
5706,P15659,Q13765
5707,P03470,Q13765
5709,P03466,P52292
5732,Q1K9H5,Q9H0E9
5734,Q1K9H5,Q96P70
5735,Q1K9H5,Q15038
5736,Q1K9H5,Q96EB1
5737,Q1K9H5,P17844
5738,Q1K9H5,P02794
5739,Q1K9H5,P49848
5740,Q1K9H5,Q7RTY1
5741,Q1K9H5,P46781
5742,Q1K9H5,Q9Y287
5743,Q1K9H5,P62913
5744,Q1K9H5,Q9Y2K1
5745,P03431,P01871
5759,Q1K9H5,P17844
5760,Q1K9H5,P68104
5761,Q1K9H5,P29692
5762,Q1K9H5,Q8TDD1
5763,Q1K9H5,Q7Z3B4
5764,Q1K9H5,P12004
5765,Q1K9H5,P49848
5766,B4URF7,Q92905
5767,B4URF7,P59910
5768,B4URF7,P29692
5769,B4URF7,P15104
5770,B4URF7,Q9HAU4
5771,B4URF7,P12004
5772,B4URF7,Q9BRH9
5773,B4URF7,P52294
5774,P03496,P55265
5834,P03496,P55265
5835,P03496,O95793
5836,P03496,Q03188
5837,P03496,Q9NY93
5838,P03496,Q9NX74
5839,P03496,Q12906
5840,P03496,P55265
5849,Q1K9H5,P23141
5850,Q1K9H5,Q13111
5851,Q1K9H5,Q9Y262
5852,Q1K9H5,Q13287
5853,Q1K9H5,P51948
5854,Q1K9H5,P12004
5855,Q1K9H5,O14818
5856,B4URF7,P23141
5857,Q1K9H5,Q194T2
5858,B4URF7,Q13111
5859,B4URF7,Q8TDD1
5860,B4URF7,P25685
5861,B4URF7,P59910
5862,B4URF7,P15104
5863,B4URF7,P51948
5864,B4URF7,P02795
5865,B4URF7,Q14764
5866,B4URF7,Q13287
5867,B4URF7,Q8NI08
5868,B4URF7,P12004
5869,B4URF7,Q16587
5870,B4URF7,P52294
5874,Q1K9H2,Q13405
5875,Q1K9H5,P63104
5876,B4URE7,Q9HC07
5877,Q20MH8,Q8N1B4
5878,Q1K9H2,Q9H307
5880,B4URF7,P62714
5882,B4URF7,Q9BWF3
5883,Q1K9H5,P31040
5885,Q1K9H5,P62191
5890,B4URF7,O95071
5891,Q20MH8,O95373
5892,Q1K9H2,Q92552
5893,Q1K9H2,P61247
5894,B4URF7,Q8WWH5
5895,B4URF7,O00505
5896,B4URE7,O43504
5897,Q1K9H2,P62995
5898,Q20MH8,P17858
5899,Q20MH8,O43156
5901,Q1K9H5,P31930
5902,Q20MH8,Q13395
5903,Q20MH8,Q9BZQ6
5905,Q1K9H5,P22314
5906,Q1K9H2,P10412
5908,Q1K9H5,Q9UGP8
5909,Q1K9H5,P33176
5911,Q1K9H5,O95292
5912,Q1K9H5,P46781
5914,Q20MH8,P49770
5917,Q20MH8,Q8WTW3
5918,Q1K9H5,Q7Z2W4
5919,Q1K9H5,Q9Y265
5920,Q1K9H2,Q9UKM9
5921,B4URF7,O60220
5922,B4URF7,Q71UM5
5923,Q20MH8,Q8N335
5924,Q1K9H5,P47756
5925,B4URF7,P61962
5927,Q1K9H2,Q9BYD3
5928,B4URF7,Q04837
5929,Q1K9H2,P52298
5930,B4URF7,Q15185
5931,B4URF7,Q96EY1
5932,Q1K9H5,P30519
5933,Q1K9H5,Q9ULT8
5934,B4URF7,P49720
5935,Q1K9H5,P49321
5937,Q1K9H5,P17987
5940,B4URE7,P61421
5941,Q20MH8,Q9BSJ2
5942,Q1K9H2,P17844
5943,Q20MH8,Q9H3N1
5944,B4URE7,B3KQW1
5945,Q20MH8,Q9GZT3
5946,Q1K9H5,Q14315
5947,Q20MH8,Q9UBB6
5948,Q1K9H5,Q9Y4W2
5949,Q1K9H5,P11441
5950,Q1K9H2,Q9BPZ3
5952,Q1K9H2,P82673
5953,Q20MH8,P83436
5954,Q1K9H5,Q99615
5955,Q1K9H2,Q6PKG0
5957,P15682,P0DMV9
5958,P03496,O15226
5959,P03496,O00459
5960,P03496,P18583
5961,P03496,Q9NUL3
5962,P03496,Q96SI9
5963,P03496,P27986
5964,P03496,O14908
5965,P03496,O14907
5966,P03496,Q14160
5967,P03496,Q15633
5968,P03496,O95639
5969,P03496,O75569
5970,P03496,P49589
5971,P03496,Q9UBW7
5972,P03496,Q92966
5973,P03496,P40429
5974,P03496,Q9C099
5975,P03496,Q07817
5976,P03496,Q9NYF8
5977,P03496,P62750
5978,P03496,Q5TA45
5979,P03496,O75348
5980,P03496,P15822
5981,P03496,Q49A26
5982,P03496,Q9Y6X2
5983,P03496,Q9Y692
5984,P03496,Q13105
5985,P03496,P06733
5986,P03496,Q9H1D9
5987,P03496,P21912
5988,P03496,Q96HA1
5989,P03496,Q6PI77
5990,P03496,Q96RT1
5991,P03496,Q8NC69
5992,P03496,Q5SXM2
5993,P03496,Q15942
5994,P03496,P19429
5999,P03496,Q13227
6175,P03508,Q9Y6X2
6176,P03508,Q9UBW7
6183,P03508,P21912
6184,P03508,Q9H1D9
6185,P03508,Q49A26
6186,P03508,O75348
6187,P03508,P15822
6188,P03508,Q9Y692
6189,P03508,P06733
6190,P03508,Q13227
6191,P03508,Q96HA1
6192,P03508,Q13105
6193,P03508,Q96RT1
6194,P03508,P19429
6195,P03508,Q5SXM2
6196,P03508,Q6PI77
6197,P03508,Q9Y2V7
6198,P03508,Q9UIA0
6199,P03508,P63010
6200,P03508,Q9Y244
6201,P03508,Q9NS73
6202,P03508,Q13155
6203,P03508,P27540
6204,P03508,Q9H257
6205,P03508,P08865
6206,P03508,Q08AM6
6207,P03508,O95229
6208,P03508,P07942
6209,P03508,Q9Y6N6
6210,P03508,O95219
6211,P03508,Q4J6C6
6212,P03508,Q8N4C6
6213,P03508,P35658
6214,P03508,Q8TD31
6215,P03508,P01857
6216,P03508,Q96MW5
6217,P03508,Q9H3R5
6220,P03508,P63167
6221,P03508,Q13561
6222,P03508,O43303
6400,B4URF7,P18583
6402,Q1K9H5,P61981
6403,Q1K9H5,P62714
6405,Q20MH8,P14324
6407,Q20MH8,P08574
6408,Q20MH8,P04844
6410,Q20MH8,P35249
6411,Q1K9H2,P14678
